iter	MultiClass
179	0.1249968449
180	0.123911981
181	0.1230553687
182	0.1223684893
183	0.1217736013
184	0.1211359899
185	0.1199923724
186	0.118711084
187	0.1178875046
188	0.1170227006
189	0.1163068104
190	0.1156956601
191	0.1150694769
192	0.1145807023
193	0.1136153755
194	0.1128495958
195	0.1122100529
196	0.1116911496
197	0.1107881961
198	0.109911735
199	0.1092691989
200	0.1086541866
201	0.107773971
202	0.107052441
203	0.1064006741
204	0.1056669654
205	0.1050247932
206	0.1045871595
207	0.1037713954
208	0.1030437562
209	0.1022348934
210	0.1016009996
211	0.1008828168
212	0.1001878874
213	0.09971281133
214	0.09921739494
215	0.09864793877
216	0.09802634843
217	0.0971754899
218	0.09675126308
219	0.09622440296
220	0.09592488496
221	0.09534379576
222	0.09463889399
223	0.09389639766
224	0.09321253767
225	0.09254510183
226	0.09195037631
227	0.0914636476
228	0.09093765823
229	0.09048483496
230	0.09010428693
231	0.08949414994
232	0.08920125741
233	0.08879179536
234	0.08847278387
235	0.08827283529
236	0.0877889254
237	0.08729956084
238	0.08659996945
239	0.08602365385
240	0.08561343907
241	0.08528210384
242	0.08476653971
243	0.08432684891
244	0.08406385994
245	0.08355083271
246	0.08317855983
247	0.08265537846
248	0.08245157448
249	0.08193703603
250	0.08163726916
251	0.08136770465
252	0.08081072165
253	0.0803260549
254	0.0798630479
255	0.0795700753
256	0.07914498845
257	0.07889103975
258	0.07848921001
259	0.07799511608
260	0.07750724158
261	0.07717651291
262	0.07687764874
263	0.07641063005
264	0.07598685333
265	0.07566896694
266	0.07549545015
267	0.07514535558
268	0.07468633357
269	0.07428888601
270	0.07399603605
271	0.07372369338
272	0.07356650666
273	0.07311930682
274	0.07272607398
275	0.0723626764
276	0.07207580141
277	0.07183580529
278	0.07134579849
279	0.07111194035
280	0.07067962505
281	0.07035221741
282	0.07003662329
283	0.06973076481
284	0.06932954136
285	0.0689583784
286	0.06883905588
287	0.06864747623
288	0.06832257656
289	0.0681541668
290	0.06789258818
291	0.06773494985
292	0.06745770224
293	0.06724750435
294	0.06705261176
295	0.06682410789
296	0.06653110557
297	0.06616501079
298	0.06605035295
299	0.06564216535
300	0.06533328907
301	0.06507989662
302	0.0649762611
303	0.06487633831
304	0.06465589599
305	0.06438760697
306	0.06404827712
307	0.06387197427
308	0.06357905417
309	0.06326127595
310	0.06294602634
311	0.06260198669
312	0.06236876543
313	0.06210453022
314	0.06176534904
315	0.06153230676
316	0.06124419566
317	0.06111715416
318	0.06083088041
319	0.06073612656
320	0.06050789494
321	0.06041238406
322	0.06020360858
323	0.05992352202
324	0.05968922512
325	0.05946890257
326	0.05926180604
327	0.05905340008
328	0.05885775298
329	0.05850850956
330	0.05812722271
331	0.05788184334
332	0.05764421804
333	0.05745023306
334	0.05738310553
335	0.0571759276
336	0.05689247578
337	0.05666309838
338	0.0565185877
339	0.05642275471
340	0.05632512591
341	0.05606800097
342	0.05585399761
343	0.05553177428
344	0.05536524385
345	0.05516151264
346	0.05503088983
347	0.05483434932
348	0.05467925029
349	0.0545028697
350	0.05433188474
351	0.05422163045
352	0.0541061375
353	0.05393951957
354	0.05369464978
355	0.05342991944
356	0.05325440444
357	0.05311518903
358	0.05293339182
359	0.05271340718
360	0.05250031243
361	0.05235561767
362	0.05215442029
363	0.05204118535
364	0.05188062331
365	0.05165810339
366	0.05151661997
367	0.05137272836
368	0.05113219326
369	0.05103306927
370	0.0509038632
371	0.05070874811
372	0.05059634023
373	0.05041513108
374	0.05020020102
375	0.05000919062
376	0.04986086469
377	0.04962945698
378	0.04954597809
379	0.04938466499
380	0.04926147518
381	0.04905812879
382	0.04884852513
383	0.04866891124
384	0.04855713475
385	0.04838186197
386	0.04829142533
387	0.04811653492
388	0.04789261198
389	0.04768842131
390	0.04754492015
391	0.047477853
392	0.04734751666
393	0.04722158751
394	0.04710320449
395	0.04699883927
396	0.04691470469
397	0.04679398802
398	0.0466144501
399	0.04641577119
400	0.04628248559
401	0.04605394357
402	0.04592168044
403	0.04583256306
404	0.04574419556
405	0.04558297557
406	0.04549186513
407	0.04540339108
408	0.04525391236
409	0.04512030788
410	0.04500722998
411	0.04489285757
412	0.04469895881
413	0.04458531087
414	0.04440300033
415	0.04427669474
416	0.04405201219
417	0.04389677327
418	0.0438232111
419	0.04368926275
420	0.04353567001
421	0.04343423532
422	0.04323531929
423	0.04317866486
424	0.04306437848
425	0.04300169122
426	0.04280609951
427	0.04270257188
428	0.04258628075
429	0.04242318018
430	0.04230213111
431	0.04213139476
432	0.04205774546
433	0.04192580467
434	0.04182960369
435	0.04166688254
436	0.04156663218
437	0.04147079832
438	0.04137701482
439	0.04127755084
440	0.04116488015
441	0.04108374478
442	0.04098035468
443	0.04086056745
444	0.04073817996
445	0.04066322992
446	0.04054459644
447	0.04047016886
448	0.04037265072
449	0.04029309054
450	0.04017013732
451	0.04001595999
452	0.03987083513
453	0.03974973706
454	0.03961611222
455	0.03946471827
456	0.03935910126
457	0.03927719065
458	0.03916175434
459	0.03902143998
460	0.03891264961
461	0.03878015126
462	0.03872766151
463	0.03859492852
464	0.03848863212
465	0.03833902568
466	0.03829309551
467	0.03818158377
468	0.03802636374
469	0.03791114058
470	0.03785369844
471	0.03775560562
472	0.03760549798
473	0.03752217669
474	0.03736891058
475	0.03722638736
476	0.03708487821
477	0.03699135055
478	0.03689460916
479	0.03684108419
480	0.03676803474
481	0.03668530591
482	0.03652961536
483	0.03641972495
484	0.03634584324
485	0.0362608496
486	0.03616014858
487	0.03610498666
488	0.03602693478
489	0.03590780972
490	0.03577210845
491	0.03569490517
492	0.03559481362
493	0.03551844651
494	0.03545025753
495	0.03539234614
496	0.03531025988
497	0.03521963086
498	0.03515743421
499	0.03505393646
500	0.03500929598
501	0.03491560745
502	0.03482829498
503	0.03473452212
504	0.03466321133
505	0.03462294472
506	0.03451845088
507	0.03444963867
508	0.03436639671
509	0.03428622958
510	0.0342061842
511	0.03411330173
512	0.03405453595
513	0.03397232886
514	0.03383580467
515	0.03377507329
516	0.03370954143
517	0.03362200262
518	0.03349024473
519	0.0333855619
520	0.03334015951
521	0.03320375473
522	0.03314101605
523	0.03304364717
524	0.03297355698
525	0.03284868972
526	0.03280235418
527	0.03274621812
528	0.03267363198
529	0.03260519502
530	0.03252696545
531	0.03244987174
532	0.032379514
533	0.03232827255
534	0.03223330481
535	0.03212701049
536	0.03208342609
537	0.03199045099
538	0.03191561556
539	0.03178736627
540	0.03173854893
541	0.03167362237
542	0.0316151609
543	0.0315644474
544	0.03149018587
545	0.03139314966
546	0.03129459925
547	0.03124917327
548	0.031174051
549	0.03113277455
550	0.03110298152
551	0.03104542318
552	0.03101246945
553	0.03096056021
554	0.03089146333
555	0.03085256875
556	0.03081594153
557	0.03075844045
558	0.03068749697
559	0.03063201974
560	0.03057265144
561	0.03049578606
562	0.03044941666
563	0.03035929467
564	0.03032845561
565	0.03026810358
566	0.03023217645
567	0.03014971831
568	0.03009401202
569	0.03005603549
570	0.0299736345
571	0.0298958424
572	0.02986290242
573	0.02980616576
574	0.0297257334
575	0.02964429414
576	0.02959892154
577	0.02954719176
578	0.02945900105
579	0.029415371
580	0.02934030749
581	0.02925541219
582	0.02918129372
583	0.02913705525
584	0.02905237705
585	0.02896889409
586	0.02892518557
587	0.02885500971
588	0.02880969891
589	0.02874523688
590	0.02866369131
591	0.02863666524
592	0.02858413207
593	0.02849548299
594	0.02843957495
595	0.02838539298
596	0.02831623728
597	0.02825541192
598	0.02819160616
599	0.02812812452
600	0.02809384918
601	0.02803839599
602	0.02799951361
603	0.02794369469
604	0.02786351134
605	0.0278203659
606	0.02778077126
607	0.02773304818
608	0.02769350173
609	0.02765723755
610	0.02761960303
611	0.02754961366
612	0.02751136891
613	0.02747402703
614	0.02742494517
615	0.02740277047
616	0.0273573651
617	0.02729820369
618	0.02726810412
619	0.02722315987
620	0.02717408709
621	0.02715497007
622	0.0271264511
623	0.02705467562
624	0.02699826954
625	0.02693629035
626	0.02690579201
627	0.0268157881
628	0.02677130974
629	0.02672492137
630	0.02669706097
631	0.02664605146
632	0.02657678838
633	0.02654415505
634	0.026511364
635	0.02648817636
636	0.02644824583
637	0.02641902581
638	0.02637468437
639	0.02632614681
640	0.02628343218
641	0.02620163924
642	0.02617333495
643	0.02608901568
644	0.026030411
645	0.02596560578
646	0.02592129418
647	0.02586202402
648	0.02584020055
649	0.02578193927
650	0.0257356775
651	0.02569383929
652	0.02562586811
653	0.0255799331
654	0.025522552
655	0.02545323042
656	0.02537633969
657	0.02533913415
658	0.02529925136
659	0.02524778664
660	0.02518339846
661	0.02513672209
662	0.02509810712
663	0.02504298604
664	0.02501325009
665	0.02496771838
666	0.024910481
667	0.02489014447
668	0.02485045208
669	0.02477350923
670	0.02474520611
671	0.02470535503
672	0.0246691485
673	0.02460879534
674	0.02455005394
675	0.02450877768
676	0.02447756427
677	0.02443513955
678	0.02440058994
679	0.02436892836
680	0.02431991024
681	0.02427500842
682	0.02423554351
683	0.02419055628
684	0.02414989643
685	0.02411670194
686	0.02407675319
687	0.02402779189
688	0.02400126787
689	0.02397321197
690	0.02394283197
691	0.02388338054
692	0.02386331641
693	0.02382258177
694	0.02379978196
695	0.02376498249
696	0.02369116353
697	0.02365583921
698	0.02361420172
699	0.02356121224
700	0.02352968674
701	0.02349214019
702	0.02345568396
703	0.02343736772
704	0.02338313238
705	0.02335417505
706	0.02331597309
707	0.02328502452
708	0.02323540711
709	0.02321703685
710	0.02318070883
711	0.0231547677
712	0.02310224592
713	0.02304570076
714	0.02299588245
715	0.02294481166
716	0.02291672132
717	0.02288451378
718	0.02286729421
719	0.02281247797
720	0.0227591918
721	0.02272546211
722	0.02268365326
723	0.02263423676
724	0.02259094818
725	0.02255722709
726	0.02253439424
727	0.02250707401
728	0.02247778921
729	0.02244201336
730	0.022415273
731	0.02238221088
732	0.02233989647
733	0.02232197276
734	0.02228882884
735	0.02225466307
736	0.0221894908
737	0.0221430318
738	0.02209443809
739	0.02205960833
740	0.02203446885
741	0.02198804265
742	0.02193892101
743	0.0218917691
744	0.02187471922
745	0.02183044073
746	0.02179646811
747	0.02175986224
748	0.02173587537
749	0.02170222778
750	0.02166408316
751	0.02161185834
752	0.02157361163
753	0.02155790523
754	0.02152347446
755	0.02148178433
756	0.0214497435
757	0.02142703334
758	0.02138161708
759	0.02133297033
760	0.02131286395
761	0.02126617238
762	0.02122419116
763	0.02118798109
764	0.02115834245
765	0.02111832585
766	0.02107859651
767	0.02104451623
768	0.02102256743
769	0.02098234151
770	0.02096620022
771	0.02094028941
772	0.02091359294
773	0.02088961663
774	0.02085077396
775	0.02083652076
776	0.02079449301
777	0.02074246023
778	0.02072628836
779	0.02067117524
780	0.02063393299
781	0.02061175875
782	0.02056940227
783	0.02054327821
784	0.02052413403
785	0.02047371056
786	0.020447952
787	0.02041702171
788	0.02037888791
789	0.02035902267
790	0.02034180586
791	0.02032240412
792	0.02028630349
793	0.020254371
794	0.02023554538
795	0.02020811228
796	0.02016552847
797	0.02014691936
798	0.02012192383
799	0.02010333463
800	0.02006750814
801	0.02003847311
802	0.02002048367
803	0.02000057582
804	0.01998246055
805	0.01995009635
806	0.01992402888
807	0.01990846123
808	0.01989152358
809	0.01984393937
810	0.01982590068
811	0.01979791258
812	0.0197734508
813	0.01972671595
814	0.01970230833
815	0.01968076272
816	0.01962938554
817	0.01961086858
818	0.01959077239
819	0.01954918057
820	0.01950435667
821	0.01947060696
822	0.01944341652
823	0.01942068301
824	0.01939954758
825	0.01936779371
826	0.01934990856
827	0.01930626911
828	0.01928698057
829	0.01926076862
830	0.01923074213
831	0.01920591318
832	0.01918812194
833	0.01915951526
834	0.01911542769
835	0.01907468937
836	0.01905848921
837	0.0190237164
838	0.01899963559
839	0.01896853609
840	0.01895105253
841	0.01892603898
842	0.01889420182
843	0.01887093608
844	0.01885333294
845	0.01882831811
846	0.01881040183
847	0.01879414523
848	0.01876464748
849	0.01872549234
850	0.0186847237
851	0.01865822416
852	0.01862985484
853	0.01861341234
854	0.01857745707
855	0.01853559629
856	0.01851157495
857	0.01848199038
858	0.01846739284
859	0.01845762172
860	0.01841922272
861	0.01838727556
862	0.01836789892
863	0.01834677004
864	0.01832326018
865	0.0182801261
866	0.01826448893
867	0.01823910642
868	0.0182264114
869	0.01818131446
870	0.01817004756
871	0.01815948215
872	0.01814302459
873	0.01811459766
874	0.01809624014
875	0.01807676705
876	0.01804614568
877	0.01803035986
878	0.01801826567
879	0.01798564849
880	0.01795358179
881	0.01793869934
882	0.0179258791
883	0.0179061867
884	0.01787345633
885	0.01785098844
886	0.01782933286
887	0.01781209203
888	0.01780195913
889	0.01776868439
890	0.01775066471
891	0.01772458531
892	0.0177033881
893	0.01768683544
894	0.01765950998
895	0.01761991409
896	0.01759982131
897	0.01757736091
898	0.01756340828
899	0.0175362475
900	0.01751234347
901	0.01748597261
902	0.01747412018
903	0.01745915322
904	0.01743666275
905	0.01740655558
906	0.01739102169
907	0.01736750627
908	0.01734109841
909	0.01733028834
910	0.01731360076
911	0.0172824421
912	0.01726135336
913	0.01724382801
914	0.01721559042
915	0.01720075196
916	0.01716269371
917	0.01714984054
918	0.01711918879
919	0.01710447257
920	0.01709497347
921	0.01707389455
922	0.01705901447
923	0.01703908645
924	0.01702147169
925	0.01700660698
926	0.01697857309
927	0.01695909658
928	0.01694426121
929	0.0169095859
930	0.01688790968
931	0.01687149825
932	0.01685240107
933	0.01682886219
934	0.01681350827
935	0.01679908653
936	0.01679095098
937	0.01677371555
938	0.01675566717
939	0.01673120254
940	0.01669898303
941	0.01667977551
942	0.01665820317
943	0.01663248077
944	0.01661964524
945	0.01660537025
946	0.0165836892
947	0.01656610413
948	0.01653100399
949	0.016525137
950	0.01650498581
951	0.01649246201
952	0.01647057198
953	0.01645278148
954	0.01643881349
955	0.01640340641
956	0.0163726949
957	0.01634652515
958	0.01632334405
959	0.01630261688
960	0.01627608546
961	0.01624652964
962	0.0162290133
963	0.01620245278
964	0.01617700113
965	0.01616789207
966	0.01614413063
967	0.01612112525
968	0.01610038376
969	0.01608487676
970	0.01606815289
971	0.01605210151
972	0.01603653732
973	0.01602400101
974	0.01599947086
975	0.01597729439
976	0.01596279684
977	0.01594401413
978	0.01592090951
979	0.01591029934
980	0.01589853726
981	0.01586995285
982	0.01585879273
983	0.01583306954
984	0.01580950187
985	0.01578687656
986	0.01576061147
987	0.01573380828
988	0.01571880384
989	0.01568481098
990	0.01567365656
991	0.01566301131
992	0.0156472575
993	0.01562091858
994	0.01560689972
995	0.01557541832
996	0.01555834447
997	0.01554685353
998	0.01553007572
999	0.01550406262
