iter	Logloss
471	0.5057181197
472	0.5055573897
473	0.5054426016
474	0.5053364531
475	0.505259176
476	0.5051460584
477	0.5050788014
478	0.5049888254
479	0.50489493
480	0.5048320568
481	0.5047896564
482	0.504763861
483	0.5046827913
484	0.5046038201
485	0.5045729176
486	0.5045352162
487	0.5044611126
488	0.5043973453
489	0.5042950851
490	0.5042462438
491	0.5042134668
492	0.5040861572
493	0.5040700917
494	0.5039924599
495	0.5039414987
496	0.5038777823
497	0.5037861734
498	0.5036798587
499	0.503622856
500	0.5035939468
501	0.5034725087
502	0.5033505747
503	0.5033062314
504	0.5032140643
505	0.5031943255
506	0.5031369953
507	0.5030165347
508	0.5029672927
509	0.5028325856
510	0.5027737337
511	0.5027624133
512	0.5026946493
513	0.5026501784
514	0.5026267633
515	0.5025035088
516	0.5024045341
517	0.5022857849
518	0.5022408485
519	0.5021719067
520	0.5021339338
521	0.5020922095
522	0.5019519951
523	0.5018280699
524	0.5017355833
525	0.5016424538
526	0.5015877491
527	0.5014893708
528	0.5013654336
529	0.5012827019
530	0.5011603724
531	0.5011058706
532	0.5010048672
533	0.5009240255
534	0.5008814881
535	0.5008517167
536	0.500766016
537	0.5006562202
538	0.5006256348
539	0.500541651
540	0.5004931904
541	0.5004697526
542	0.5003912195
543	0.5003071928
544	0.5002364598
545	0.5001625616
546	0.5000634323
547	0.5000506099
548	0.4999480951
549	0.4998418375
550	0.4997847264
551	0.4997060643
552	0.49961522
553	0.4995161814
554	0.4995075704
555	0.4994466028
556	0.4993802279
557	0.4992039687
558	0.4991423282
559	0.4990530607
560	0.4989499989
561	0.4988448682
562	0.4988074589
563	0.4987454444
564	0.498674938
565	0.4986350796
566	0.4985898665
567	0.4984973961
568	0.4983524382
569	0.4983072894
570	0.4982051505
571	0.4980838143
572	0.4980275362
573	0.497916941
574	0.4978768938
575	0.4977661814
576	0.4976803021
577	0.4976131275
578	0.4974984067
579	0.4974493462
580	0.4974210735
581	0.4973463765
582	0.4973108105
583	0.4972339012
584	0.4971951603
585	0.4971911139
586	0.4971036408
587	0.4970751431
588	0.4970329239
589	0.4969124643
590	0.496824766
591	0.4967624367
592	0.4967189936
593	0.4966125353
594	0.4964783118
595	0.496351857
596	0.4963075206
597	0.496199811
598	0.4960626939
599	0.4959803474
600	0.4958268168
601	0.495805277
602	0.4957228175
603	0.4956385886
604	0.4956138881
605	0.4955819652
606	0.4955183772
607	0.495470571
608	0.4953471551
609	0.4952940861
610	0.4951821668
611	0.4950860755
612	0.4950714945
613	0.4949735517
614	0.4949523426
615	0.4948705201
616	0.4947514686
617	0.4946431404
618	0.4945661642
619	0.4945119579
620	0.4944938318
621	0.4944430066
622	0.4943112799
623	0.4942521936
624	0.4941286111
625	0.4940773537
626	0.4940287447
627	0.4939615837
628	0.493861217
629	0.4937553556
630	0.4936599839
631	0.4935115002
632	0.4934491051
633	0.4934089887
634	0.4933254103
635	0.4932514572
636	0.4931362016
637	0.4930951643
638	0.4929620823
639	0.4929517066
640	0.4928644805
641	0.4928056257
642	0.492777962
643	0.4926279337
644	0.4925325053
645	0.4925049089
646	0.4924229053
647	0.4923180999
648	0.4921356124
649	0.4920837375
650	0.4920006118
651	0.4918474902
652	0.4917520015
653	0.4917285693
654	0.4916112201
655	0.4915255161
656	0.4914335282
657	0.4913549734
658	0.491203568
659	0.491059937
660	0.4909613989
661	0.4909096079
662	0.4908339199
663	0.4907294591
664	0.4906648353
665	0.4905200347
666	0.4904094057
667	0.4902747839
668	0.4901925384
669	0.4901661978
670	0.4900865999
671	0.4900188824
672	0.4900120911
673	0.48992951
674	0.4898648569
675	0.4898037817
676	0.4897432445
677	0.4896540166
678	0.4895649683
679	0.4894787429
680	0.4893647142
681	0.4892716264
682	0.4892134426
683	0.4891709062
684	0.4890040188
685	0.4889530104
686	0.4888470925
687	0.4887275451
688	0.4886835456
689	0.488564527
690	0.4885357921
691	0.4884209349
692	0.4883427953
693	0.4882639408
694	0.4881717902
695	0.488164012
696	0.4880468302
697	0.4880196497
698	0.4879033999
699	0.487819905
700	0.4877323542
701	0.4877053493
702	0.4876554457
703	0.4875880432
704	0.4875151229
705	0.4874061637
706	0.4873121481
707	0.4872914202
708	0.4871905624
709	0.4871028572
710	0.4870090596
711	0.4869080736
712	0.4867927094
713	0.4866766189
714	0.4866316453
715	0.4865371268
716	0.4864593757
717	0.4863251295
718	0.4862179631
719	0.4861331219
720	0.4860398649
721	0.4859611389
722	0.4858952085
723	0.4858392879
724	0.4857884973
725	0.4856754631
726	0.4856031699
727	0.4854993236
728	0.4853576052
729	0.4852894101
730	0.4852280609
731	0.4852159613
732	0.4851264167
733	0.4851028887
734	0.4850612616
735	0.4849692939
736	0.4849110711
737	0.4848192858
738	0.4847291958
739	0.4846058146
740	0.4845763897
741	0.4844963033
742	0.4844788032
743	0.484376627
744	0.484255307
745	0.4841267178
746	0.4840404185
747	0.4839698613
748	0.4838434036
749	0.4837213106
750	0.4835736137
751	0.4834991158
752	0.4834592997
753	0.4833847003
754	0.4833704812
755	0.4832487853
756	0.4831726957
757	0.4831426735
758	0.4831000746
759	0.4830073059
760	0.4828901033
761	0.4827641364
762	0.4827145547
763	0.482655924
764	0.4825846774
765	0.4825135876
766	0.4824099449
767	0.4823546925
768	0.4822727506
769	0.4822282264
770	0.4822000968
771	0.4821198855
772	0.4820591296
773	0.4820109106
774	0.4819607838
775	0.481917989
776	0.4818358448
777	0.481756301
778	0.4817323466
779	0.481678789
780	0.4816212867
781	0.4815482887
782	0.481462058
783	0.4813938509
784	0.4813615687
785	0.4812984872
786	0.481209035
787	0.4811082096
788	0.4810404646
789	0.4809939412
790	0.4809223216
791	0.4808993847
792	0.4808123681
793	0.4807470864
794	0.4807011624
795	0.4805822687
796	0.4805581662
797	0.4805228841
798	0.4804299978
799	0.4803371108
800	0.4802519546
801	0.4801985857
802	0.480087263
803	0.4800000033
804	0.4799293361
805	0.4798876861
806	0.479829654
807	0.4797223585
808	0.4796399148
809	0.4795451179
810	0.4794810528
811	0.4794250757
812	0.4793833074
813	0.4793068846
814	0.4792355747
815	0.4792122092
816	0.4791058728
817	0.4790030941
818	0.4789042872
819	0.4788651715
820	0.4788331282
821	0.478704115
822	0.4786447404
823	0.4786116254
824	0.4784950416
825	0.4784660958
826	0.4783841504
827	0.4783151934
828	0.4782603802
829	0.4781919692
830	0.4781523092
831	0.4780591138
832	0.4780450798
833	0.4780232579
834	0.477948615
835	0.4778495762
836	0.4777912108
837	0.4777107668
838	0.4776541482
839	0.4776211144
840	0.4774902795
841	0.4774461995
842	0.4773484985
843	0.477327463
844	0.4772961016
845	0.4772348542
846	0.4771674922
847	0.4771303831
848	0.4770218784
849	0.476922148
850	0.4768471074
851	0.4767979329
852	0.4766623415
853	0.4766017141
854	0.4765514729
855	0.4764976828
856	0.4763701986
857	0.4762981879
858	0.4762335681
859	0.4761957019
860	0.4761313406
861	0.4761232911
862	0.4760219837
863	0.4759936449
864	0.4758769708
865	0.475801247
866	0.475726922
867	0.4756401796
868	0.4755897482
869	0.4754903167
870	0.4754002708
871	0.4753578707
872	0.4752808271
873	0.4752444796
874	0.4752257603
875	0.4751262854
876	0.4750499984
877	0.4749531459
878	0.4748945996
879	0.4748300392
880	0.4747490926
881	0.4746766949
882	0.4746356981
883	0.4745091771
884	0.474373066
885	0.4742626146
886	0.4742563935
887	0.4741874404
888	0.4741488583
889	0.4741405483
890	0.4741157906
891	0.47404995
892	0.4739534756
893	0.4738589237
894	0.4738067102
895	0.4737266501
896	0.4736994494
897	0.4736683712
898	0.4735982451
899	0.4735236207
900	0.4734999421
901	0.473479024
902	0.4734387961
903	0.473392339
904	0.4733425318
905	0.4732563972
906	0.4731790002
907	0.4731176058
908	0.4730638216
909	0.473028525
910	0.472994653
911	0.4729199715
912	0.4728724619
913	0.4728096171
914	0.4727380025
915	0.4725938219
916	0.4725577474
917	0.4724461356
918	0.472390342
919	0.472320442
920	0.4722689023
921	0.4721621976
922	0.4721254784
923	0.4720579191
924	0.4719681357
925	0.4719169397
926	0.4717931487
927	0.4716799575
928	0.4715508893
929	0.4714985001
930	0.4714609368
931	0.4713083547
932	0.471242565
933	0.4711763152
934	0.471145985
935	0.4711284453
936	0.4710584225
937	0.4709712096
938	0.4709147839
939	0.4708229061
940	0.47076551
941	0.4706708699
942	0.4706449704
943	0.4706217188
944	0.4705624034
945	0.470533296
946	0.4705030075
947	0.4704389739
948	0.4703101286
949	0.470269989
950	0.4701959564
951	0.4701477641
952	0.4700950556
953	0.4700271029
954	0.469971371
955	0.4698639456
956	0.4697794574
957	0.4697518643
958	0.4697190947
959	0.4696316949
960	0.4696159454
961	0.4695501273
962	0.4694746333
963	0.4693459011
964	0.4693162564
965	0.469214886
966	0.4691755568
967	0.469138002
968	0.4690564014
969	0.4690299161
970	0.4689522463
971	0.4688767556
972	0.4687841669
973	0.4687010881
974	0.46862418
975	0.4685531694
976	0.468457454
977	0.4683546804
978	0.4682212513
979	0.4681506345
980	0.4680943724
981	0.4680560423
982	0.4679475373
983	0.4678428102
984	0.4677543718
985	0.4676954822
986	0.467676381
987	0.4675854115
988	0.4674973758
989	0.4674327467
990	0.467357812
991	0.4672362145
992	0.4671807429
993	0.4670764868
994	0.4670525874
995	0.466971162
996	0.4669106165
997	0.4668214032
998	0.4667779781
999	0.4667190618
